,address,sold,days,discount,price,Ration2Median,MonthList,MonthSold,NumList,NumPC,NumSold
1086,"15 Gracewood Dr, Manhasset, NY 11030",1,146,93.2,2698000,1.93,7,12,2,1,3
1087,"62 Castle Ridge Rd, Manhasset, NY 11030",1,213,93.4,1680000,1.2,4,11,2,1,2
1088,"8 Kensington Cir, Manhasset, NY 11030",1,139,92.4,1505000,1.08,7,11,4,2,2
1089,"19 Timber Ln, Manhasset, NY 11030",1,201,91.3,1460000,1.04,5,11,1,1,1
1090,"80 Stuart Pl, Manhasset, NY 11030",1,158,86.6,1775000,1.27,6,11,1,2,2
1091,"29 Peale Rd, Manhasset, NY 11030",1,61,95.5,2100000,1.5,9,11,5,1,3
1092,"491 Hunt Ln, Manhasset, NY 11030",1,203,86.9,1325000,0.95,4,11,1,2,1
1093,"74 Bridge Rd, Manhasset, NY 11030",1,122,100.0,1479000,1.06,7,11,4,0,1
1094,"310 Bayview Ave, Manhasset, NY 11030",1,0,100.0,720000,0.52,0,11,0,0,1
1095,"6 Lancaster Ct, Manhasset, NY 11030",1,130,96.2,1470000,1.05,6,11,2,1,2
1096,"174 Ryder Rd, Manhasset, NY 11030",1,93,101.8,1471000,1.05,7,10,1,0,4
1097,"189 Rockcrest Rd, Manhasset, NY 11030",1,102,339.9,5775000,4.13,7,10,1,0,1
1098,"785 Hunt Ln, Manhasset, NY 11030",1,162,93.9,3000000,2.15,5,10,1,0,2
1099,"1 Brookwold Dr, Manhasset, NY 11030",1,110,376.4,4847500,3.47,6,10,1,0,2
1100,"5 Walter Ln, Manhasset, NY 11030",1,0,100.0,3782000,2.71,0,10,0,0,2
1101,"575 Park Ave, Manhasset, NY 11030",1,182,78.4,1800000,1.29,4,10,1,2,1
1102,"9 Madonia Ct, Manhasset, NY 11030",1,527,231.3,6475000,4.63,4,10,1,3,2
1103,"8 Woodland Dr, Manhasset, NY 11030",1,210,303.8,8050000,5.76,3,10,3,2,4
1104,"170 Sussex Dr, Manhasset, NY 11030",1,150,330.2,7588000,5.43,5,10,3,1,2
1105,"160 Mason Dr, Manhasset, NY 11030",1,141,93.5,1710000,1.22,5,9,1,0,2
1106,"36 Sully Dr, Manhasset, NY 11030",1,483,83.4,1250000,0.89,6,9,2,3,2
1107,"54 Woodedge Rd, Manhasset, NY 11030",1,203,103.0,1235000,0.88,3,9,2,3,2
1108,"61 Webster Ave, Manhasset, NY 11030",1,98,100.0,978000,0.7,6,9,1,0,1
1109,"34 Woodcut Ln, Manhasset, NY 11030",1,96,98.6,1527000,1.09,6,9,2,0,2
1110,"29 Kensington Cir, Manhasset, NY 11030",1,153,92.3,1410000,1.01,4,9,4,0,2
1111,"189 Bourndale Rd N, Manhasset, NY 11030",1,125,105.9,1375000,0.98,5,9,3,1,3
1112,"17 Longridge Rd, Manhasset, NY 11030",1,161,103.5,2275000,1.63,4,9,1,0,3
1113,"12 Rugby Rd, Manhasset, NY 11030",1,224,80.4,1125000,0.81,2,9,1,2,1
1114,"19 Aldgate Dr E, Manhasset, NY 11030",1,434,84.6,1935000,1.38,7,9,1,4,2
1115,"2033 New Hyde Park Rd, New Hyde Park, NY 11040",1,239,96.4,750000,1.34,10,6,3,0,2
1116,"513 N 11th St, New Hyde Park, NY 11040",1,91,92.5,583000,1.04,3,6,1,0,1
1117,"36 Oak Ln, New Hyde Park, NY 11040",1,95,87.9,781000,1.39,3,6,1,1,2
1118,"272 Continental Dr, New Hyde Park, NY 11040",1,97,90.7,1025000,1.83,3,6,1,0,1
1119,"15 Maple Ct, New Hyde Park, NY 11040",1,87,100.0,649000,1.16,2,5,1,0,1
1120,"37 Jara Ct, New Hyde Park, NY 11040",1,0,100.0,257500,0.46,0,5,0,0,1
1121,"67 Monterey Dr, New Hyde Park, NY 11040",1,127,98.0,965000,1.72,12,5,1,0,1
1122,"32 Scott St, New Hyde Park, NY 11040",1,239,100.0,619000,1.11,9,5,1,0,1
1123,"115 South St, New Hyde Park, NY 11040",1,68,93.5,710000,1.27,2,4,1,0,1
1124,"56 2nd St, New Hyde Park, NY 11040",1,0,100.0,645000,1.15,4,7,1,0,3
1125,"9 Birch Ln, New Hyde Park, NY 11040",1,128,94.5,520000,0.93,12,4,1,0,1
1126,"616 Wayne Ave, New Hyde Park, NY 11040",1,334,88.9,577000,1.03,5,4,2,5,2
1127,"1612 Park Ave, New Hyde Park, NY 11040",1,38,96.9,745000,1.33,3,4,4,3,3
1128,"107 S 11th St, New Hyde Park, NY 11040",1,269,74.3,430000,0.77,7,4,5,10,4
1129,"612 Bryant Ave, New Hyde Park, NY 11040",1,99,97.6,770000,1.38,1,4,2,0,3
1130,"25 6th Ave, New Hyde Park, NY 11040",1,72,101.8,570000,1.02,1,4,1,0,1
1131,"7604 265th St, New Hyde Park, NY 11040",1,0,100.0,760000,1.36,8,2,1,0,4
1132,"975 N 5th St, New Hyde Park, NY 11040",1,335,94.8,880000,1.57,5,4,4,3,2
1133,"95 East St, New Hyde Park, NY 11040",1,0,100.0,778000,1.39,10,12,2,2,2
1134,"7629 269th St, New Hyde Park, NY 11040",1,0,100.0,650000,1.16,0,4,0,0,1
1135,"530 N 12th St, New Hyde Park, NY 11040",1,215,94.1,672500,1.2,8,4,1,1,3
1136,"1536 Jasmine Ave, New Hyde Park, NY 11040",1,258,92.8,630000,1.12,7,4,1,4,1
1137,"131 Larch Dr, New Hyde Park, NY 11040",1,180,100.0,868000,1.55,10,4,1,0,2
1138,"7611 270th St, New Hyde Park, NY 11040",1,0,100.0,1070000,1.91,0,4,0,0,1
1139,"1742 Belmont Ave, New Hyde Park, NY 11040",1,0,100.0,70000,0.12,0,3,0,0,1
1140,"19 Carling Dr, New Hyde Park, NY 11040",1,184,99.1,890000,1.59,9,3,1,0,2
1141,"14 Lakeville Dr, New Hyde Park, NY 11040",1,131,79.3,475000,0.85,11,3,1,1,1
1142,"166 Kamda Blvd, New Hyde Park, NY 11040",1,201,87.2,540000,0.96,9,3,1,3,1
1143,"1545 Highland Ave, New Hyde Park, NY 11040",1,137,95.4,800000,1.43,11,3,2,0,2
1144,"42 Surrey Rd, New Hyde Park, NY 11040",1,161,99.8,629000,1.12,10,3,1,0,1
1145,"286 Devonshire Dr, New Hyde Park, NY 11040",1,187,91.8,825000,1.47,9,3,1,0,3
1146,"1604 Gilford Ave, New Hyde Park, NY 11040",1,200,86.9,685000,1.22,9,3,2,6,2
1147,"64 Franklin Ave, New Hyde Park, NY 11040",1,146,94.3,660000,1.18,10,3,1,0,1
1148,"8 Lincoln Ave, New Hyde Park, NY 11040",1,150,97.5,730000,1.3,10,3,1,0,2
1149,"37 Aster Dr, New Hyde Park, NY 11040",1,110,108.5,650000,1.16,11,3,1,0,2
1150,"51 Stephen Ave, New Hyde Park, NY 11040",1,143,95.5,654500,1.17,10,3,2,0,2
1151,"6 Jefferson St, New Hyde Park, NY 11040",1,0,100.0,240000,0.43,0,3,0,0,1
1152,"10 Atlas Ct, New Hyde Park, NY 11040",1,125,95.3,685000,1.22,11,3,1,1,1
1153,"35 Rose Ln, New Hyde Park, NY 11040",1,136,94.6,752000,1.34,10,3,2,2,1
1154,"16 Ruxton St, New Hyde Park, NY 11040",1,146,93.7,655000,1.17,10,3,1,0,1
1155,"4 Oak Dr, New Hyde Park, NY 11040",1,0,100.0,955000,1.71,0,9,0,0,2
1156,"133 Strattford Rd, New Hyde Park, NY 11040",1,280,88.4,1015000,1.81,6,3,1,1,1
1157,"163 Primrose Dr, New Hyde Park, NY 11040",1,187,89.0,800000,1.43,8,3,4,8,3
1158,"940 N 5th St, New Hyde Park, NY 11040",1,94,97.9,645000,1.15,11,2,2,2,2
1159,"90 Lake Dr, New Hyde Park, NY 11040",1,126,94.1,930000,1.66,10,2,3,1,2
1160,"38 Aberdeen Rd, New Hyde Park, NY 11040",1,147,100.6,683000,1.22,9,2,1,0,2
1161,"67 Oxford St, New Hyde Park, NY 11040",1,386,90.1,630000,1.12,2,2,3,3,4
1162,"118 Birchwood Dr, New Hyde Park, NY 11040",1,239,96.8,676667,1.21,6,2,1,0,2
1163,"8021 269th St, New Hyde Park, NY 11040",1,0,100.0,645000,1.15,0,2,0,0,1
1164,"970 N 6th St, New Hyde Park, NY 11040",1,203,90.0,540000,0.96,8,2,1,2,1
1165,"127 Aster Dr, New Hyde Park, NY 11040",1,81,99.4,765000,1.37,11,2,1,0,1
1166,"45 Country Village Ln, New Hyde Park, NY 11040",1,260,91.2,820000,1.46,5,2,1,1,1
1167,"311 Old Courthouse Rd, New Hyde Park, NY 11040",1,0,100.0,675000,1.21,0,2,0,0,1
1168,"15 West St, New Hyde Park, NY 11040",1,218,96.2,788000,1.41,7,2,1,0,1
1169,"101 Schumacher Dr, New Hyde Park, NY 11040",1,458,89.8,519000,0.93,11,2,2,0,2
1170,"27008 77th Ave, New Hyde Park, NY 11040",1,0,100.0,610000,1.09,0,2,0,0,1
1171,"1894 Stewart Ave, New Hyde Park, NY 11040",1,0,100.0,620000,1.11,0,2,0,0,1
1172,"700 8th Ave, New Hyde Park, NY 11040",1,175,88.4,608000,1.09,8,2,3,3,3
1173,"1012 5th Ave, New Hyde Park, NY 11040",1,207,85.9,540000,0.96,7,2,3,1,2
1174,"46 Patton Blvd, New Hyde Park, NY 11040",1,0,100.0,810000,1.45,6,1,1,0,2
1175,"34 Lords Way, New Hyde Park, NY 11040",1,104,92.4,858000,1.53,10,1,2,0,1
1176,"55 Broadway, New Hyde Park, NY 11040",1,139,97.5,662000,1.18,9,1,1,0,2
1177,"114 Stephan Marc Ln, New Hyde Park, NY 11040",1,0,100.0,786000,1.4,0,2,0,0,2
1178,"7934 269th St, New Hyde Park, NY 11040",1,139,93.2,605000,1.08,8,1,3,2,2
1179,"32 Heywood St, New Hyde Park, NY 11040",1,210,90.2,775000,1.38,6,1,1,3,3
1180,"86 Devonshire Dr, New Hyde Park, NY 11040",1,111,97.1,640000,1.14,9,1,2,0,2
1181,"27 Greenway, New Hyde Park, NY 11040",1,284,90.4,650000,1.16,3,1,1,0,1
1182,"70 Wilton St, New Hyde Park, NY 11040",1,181,88.9,710000,1.27,7,1,1,1,1
1183,"37 Evergreen Ave, New Hyde Park, NY 11040",1,87,104.9,670000,1.2,10,1,1,0,1
1184,"18 Monterey Dr, New Hyde Park, NY 11040",1,280,9.4,1058000,1.89,3,1,1,2,2
1185,"46 Executive Dr, New Hyde Park, NY 11040",0,161,100.0,869000,1.55,1,0,1,0,2
1186,"287 Continental Dr, New Hyde Park, NY 11040",1,289,87.7,1200000,2.14,3,12,3,5,2
1187,"7832 271st St, New Hyde Park, NY 11040",1,0,100.0,650000,1.16,0,12,0,0,1
1188,"108 Olive Ln, New Hyde Park, NY 11040",1,177,94.3,895000,1.6,6,12,1,1,2
1189,"1011 Cedar Dr E, New Hyde Park, NY 11040",1,0,100.0,1160000,2.07,0,12,0,0,1
1190,"106 Old Farm Rd S, New Hyde Park, NY 11040",1,122,102.1,775000,1.38,8,12,4,5,4
1191,"15 Grattan St, New Hyde Park, NY 11040",1,113,99.1,731000,1.31,8,12,2,1,2
1192,"191 Birch Dr, New Hyde Park, NY 11040",1,336,89.2,855000,1.53,1,12,3,2,3
1193,"61 2nd Ave, Garden City Park, NY 11040",1,319,83.4,600000,1.07,1,12,1,3,1
1194,"7848 270th St, New Hyde Park, NY 11040",1,0,100.0,750000,1.34,0,5,0,0,3
1195,"35 Oxford St, New Hyde Park, NY 11040",1,150,91.0,600000,1.07,7,12,1,0,1
1196,"40 James St, New Hyde Park, NY 11040",1,190,87.3,610000,1.09,5,12,1,6,1
1197,"42 Lake Dr, New Hyde Park, NY 11040",1,310,83.2,998000,1.78,1,12,1,5,1
1198,"7638 266th St, New Hyde Park, NY 11040",1,0,100.0,600000,1.07,0,9,0,0,2
1199,"10 Oak Dr, New Hyde Park, NY 11040",1,0,100.0,950000,1.7,6,5,2,3,4
1200,"526 N 10th St, New Hyde Park, NY 11040",1,335,90.5,525000,0.94,12,11,1,2,2
1201,"12 Wicks Rd, New Hyde Park, NY 11040",1,170,96.0,690000,1.23,6,11,1,2,1
1202,"7633 267th St, New Hyde Park, NY 11040",1,0,100.0,700000,1.25,0,4,0,0,4
1203,"10 South Dr, New Hyde Park, NY 11040",1,118,94.9,768000,1.37,7,11,2,0,1
1204,"57 Country Village Ln, New Hyde Park, NY 11040",1,66,98.8,829000,1.48,9,11,1,0,1
1205,"138 Patton Blvd, New Hyde Park, NY 11040",1,141,90.4,920000,1.64,6,11,1,0,1
1206,"50 Crest Rd, New Hyde Park, NY 11040",1,195,104.0,1035000,1.85,5,11,1,1,1
1207,"110 Lahey St, New Hyde Park, NY 11040",1,0,100.0,760000,1.36,8,10,1,0,3
1208,"21 Campbell St, New Hyde Park, NY 11040",1,9,94.6,850000,1.52,10,11,2,5,1
1209,"61 Greenway W, New Hyde Park, NY 11040",1,122,92.9,650000,1.16,7,11,1,1,2
1210,"544 8th Ave, New Hyde Park, NY 11040",0,52,99.8,597999,1.07,3,0,2,9,1
1211,"7646 Hewlett St, New Hyde Park, NY 11040",1,145,89.1,845000,1.51,6,10,1,1,2
1212,"55 Rose Ln, New Hyde Park, NY 11040",1,122,103.5,826000,1.48,6,10,1,0,1
1213,"15 Howard Ave, New Hyde Park, NY 11040",1,255,93.4,550000,0.98,2,10,1,1,1
1214,"7624 267th St, New Hyde Park, NY 11040",1,0,100.0,745000,1.33,0,10,0,0,1
1215,"7925 269th St, New Hyde Park, NY 11040",1,0,100.0,621500,1.11,0,12,0,0,3
1216,"11 Lawrence St, New Hyde Park, NY 11040",1,84,95.1,855000,1.53,8,10,1,0,1
1217,"13 Leamar Dr, New Hyde Park, NY 11040",1,0,100.0,1170000,2.09,6,8,1,0,3
1218,"94 Fulton Ave, New Hyde Park, NY 11040",1,0,100.0,600000,1.07,3,8,1,3,4
1219,"918 New Hyde Park Rd, New Hyde Park, NY 11040",0,150,107.9,679000,1.21,6,10,4,7,3
1220,"83 William St, New Hyde Park, NY 11040",1,95,96.3,625000,1.12,7,10,1,0,1
1221,"20 Nassau Dr, New Hyde Park, NY 11040",1,149,105.5,685000,1.22,5,10,1,1,1
1222,"137 N 3rd St, New Hyde Park, NY 11040",0,13,100.0,680000,1.21,6,0,2,0,1
1223,"29 Meadowfarm Rd, New Hyde Park, NY 11040",1,77,98.4,972500,1.74,7,10,1,0,2
1224,"45 Irving Ln, New Hyde Park, NY 11040",0,251,100.0,785000,1.4,10,0,2,1,1
1225,"1038 Maple Ln, New Hyde Park, NY 11040",1,173,89.8,977500,1.75,4,10,1,1,2
1226,"7711 268th St, New Hyde Park, NY 11040",1,169,94.7,900000,1.61,4,10,2,2,3
1227,"7617 267th St, New Hyde Park, NY 11040",1,0,100.0,300000,0.54,0,10,0,0,1
1228,"42 Rose Ln, New Hyde Park, NY 11040",1,170,100.0,739000,1.32,4,10,1,0,1
1229,"83 Atlantic Ave, New Hyde Park, NY 11040",1,122,100.1,850000,1.52,6,10,7,7,1
1230,"8031 Langdale St, New Hyde Park, NY 11040",1,115,100.3,682000,1.22,6,10,3,1,2
1231,"14 Surrey Ln, New Hyde Park, NY 11040",1,16,99.1,663000,1.18,9,10,2,0,1
1232,"21 Redwood Rd, New Hyde Park, NY 11040",1,119,94.1,780000,1.39,6,10,1,0,1
1233,"85 Robby Ln, New Hyde Park, NY 11040",1,303,91.9,918000,1.64,12,10,2,1,1
1234,"77 Robby Ln, New Hyde Park, NY 11040",1,133,100.0,938000,1.68,5,10,1,1,1
1235,"341 Old Courthouse Rd, New Hyde Park, NY 11040",1,99,94.9,835000,1.49,6,9,5,6,1
1236,"428 Hillside Dr S, New Hyde Park, NY 11040",1,149,100.1,740000,1.32,5,9,1,0,2
1237,"168 Pine St, New Hyde Park, NY 11040",1,124,95.7,1080000,1.93,5,9,1,0,2
1238,"20 Ruxton St, New Hyde Park, NY 11040",1,203,98.6,630000,1.12,3,9,1,0,2
1239,"9 Fairmount Blvd, Garden City, NY 11530",1,298,89.7,1075000,1.41,7,5,1,2,1
1240,"116 Wickham Rd, Garden City, NY 11530",1,92,96.6,1100000,1.45,2,5,5,3,4
1241,"112 Locust St, Garden City, NY 11530",1,127,95.9,1040000,1.37,1,5,1,0,1
1242,"87 Carlton Ter, Garden City, NY 11530",1,0,100.0,611000,0.8,0,12,0,0,3
1243,"87 Wyatt Rd, Garden City, NY 11530",1,118,100.1,999999,1.32,1,4,1,0,1
1244,"675 2nd Pl S, Garden City, NY 11530",1,149,97.1,630000,0.83,9,2,1,0,1
1245,"106 Sackville Rd, Garden City, NY 11530",1,68,97.1,825000,1.09,11,2,1,0,1
1246,"198 Bromleigh Rd, Garden City, NY 11530",1,115,104.3,572500,0.75,10,2,1,0,2
1247,"21 Harvard St, Garden City, NY 11530",1,239,91.6,750000,0.99,3,11,2,3,3
1248,"121 Poplar St, Garden City, NY 11530",1,135,93.1,800000,1.05,6,11,1,1,1
1249,"124 Newmarket Rd, Garden City, NY 11530",1,91,101.3,960000,1.26,7,10,1,0,2
1250,"61 Transverse Rd, Garden City, NY 11530",1,118,99.1,1367000,1.8,6,10,1,0,1
1251,"146 Willow St, Garden City, NY 11530",1,94,96.7,850000,1.12,6,9,2,1,2
1252,"74 Transverse Rd, Garden City, NY 11530",1,154,94.0,845000,1.11,4,9,1,0,1
1253,"34 Grove St, Garden City, NY 11530",0,79,94.1,799000,1.05,2,0,2,3,1
1254,"2 Osborne Rd, Garden City, NY 11530",1,202,92.5,1470000,1.93,3,9,1,1,2
1255,"18 Huntington Rd, Garden City, NY 11530",1,119,100.7,875000,1.15,5,9,1,0,1
1256,"71 Magnolia Ave, Garden City, NY 11530",1,112,98.6,1380000,1.82,5,9,1,0,2
1257,"55 1st St, Garden City, NY 11530",1,199,80.2,1800000,2.37,3,9,1,2,1
1258,"14 Valerie Dr, Glen Head, NY 11545",1,456,71.9,1150000,1.28,3,6,5,11,2
1259,"14 Wagon Ln, Glen Head, NY 11545",1,120,98.7,660000,0.73,2,6,3,0,2
1260,"50 Locust Ave, Glen Head, NY 11545",1,108,93.1,605000,0.67,2,5,2,4,2
1261,"1 Emerson Rd, Glen Head, NY 11545",1,254,92.9,1300000,1.44,9,5,2,2,3
1262,"79 Plymouth Dr N, Glen Head, NY 11545",1,91,89.8,628000,0.7,2,5,1,0,1
1263,"10 Oak Valley Dr, Glen Head, NY 11545",1,0,100.0,850000,0.94,0,5,0,0,1
1264,"23 Cedar Ln N, Glen Head, NY 11545",1,0,100.0,525000,0.58,0,5,0,0,1
1265,"4 Victorian Ln, Glen Head, NY 11545",1,163,91.2,2243000,2.49,11,5,1,0,2
1266,"35 Cedar Ln N, Glen Head, NY 11545",1,223,84.0,520000,0.58,9,5,1,2,2
1267,"4 Post St, Glen Head, NY 11545",1,187,84.9,678000,0.75,10,5,1,1,1
1268,"19 Woodhill Ln, Glen Head, NY 11545",1,217,91.6,1620000,1.8,9,4,2,7,4
1269,"2 Maple St, Glen Head, NY 11545",1,259,85.3,610000,0.68,8,4,2,3,1
1270,"25 Piping Rock Rd, Glen Head, NY 11545",1,0,100.0,9405000,10.45,0,8,0,0,2
1271,"51 Washington Ave, Glen Head, NY 11545",1,0,100.0,560000,0.62,0,4,0,0,1
1272,"11 Tappentown Ln, Glen Head, NY 11545",1,78,87.7,965000,1.07,1,4,3,6,1
1273,"28 Glenby Ln, Glen Head, NY 11545",1,237,82.6,1280000,1.42,8,4,1,3,1
1274,"8 Michaels Ln, Glen Head, NY 11545",1,371,93.0,1395000,1.55,4,5,1,0,2
1275,"162 Linden Ln, Glen Head, NY 11545",1,329,79.3,1110000,1.23,5,4,1,3,3
1276,"2 Horse Hill Rd, Glen Head, NY 11545",1,81,99.2,1834000,2.04,1,4,1,0,1
1277,"2 Cedar Ln, Glen Head, NY 11545",1,0,100.0,750000,0.83,0,9,0,0,3
1278,"14 Pound Hollow Rd, Glen Head, NY 11545",1,0,100.0,1300000,1.44,0,3,0,0,1
1279,"5 Mac Lean Dr, Glen Head, NY 11545",1,225,95.5,1528000,1.7,7,3,1,0,1
1280,"2 Vista Ln, Glen Head, NY 11545",1,0,100.0,3950000,4.39,0,9,0,0,2
1281,"26 Emerson Rd, Glen Head, NY 11545",1,351,87.3,2920000,3.24,3,3,1,0,2
1282,"33 Emerson Rd, Glen Head, NY 11545",1,232,81.3,1372000,1.52,7,3,1,1,1
1283,"27 Ormond Park Rd, Glen Head, NY 11545",1,84,95.9,2200000,2.44,12,2,2,2,2
1284,"16 Plymouth Dr S, Glen Head, NY 11545",1,128,100.0,869000,0.97,10,2,2,2,2
1285,"24 Post St, Glen Head, NY 11545",1,170,97.1,640000,0.71,8,2,2,3,1
1286,"76 The Promenade, Glen Head, NY 11545",1,0,100.0,530000,0.59,0,2,0,0,1
1287,"833 Glen Cove Ave, Glen Head, NY 11545",1,119,94.5,585000,0.65,10,2,1,0,2
1288,"12 Longridge Ln, Glen Head, NY 11545",1,142,86.2,1550000,1.72,9,1,1,0,1
1289,"15 Carlisle Dr, Glen Head, NY 11545",1,149,87.5,2100000,2.33,8,1,1,0,3
1290,"62 Hoaglands Ln, Glen Head, NY 11545",1,211,83.9,2850000,3.17,6,1,4,8,4
1291,"27 Scudders Ln, Glen Head, NY 11545",1,261,90.8,843000,0.94,5,1,1,2,1
1292,"9 Black Rock Rd, Glen Head, NY 11545",1,261,87.5,3500000,3.89,5,1,9,7,1
1293,"4 Revere Ct, Glen Head, NY 11545",1,217,84.3,1475000,1.64,6,1,1,3,1
1294,"4 White Gate Dr, Glen Head, NY 11545",1,611,57.7,2800000,3.11,5,1,1,6,2
1295,"52 Glen Cove Dr, Glen Head, NY 11545",1,109,98.2,820000,0.91,9,1,1,0,1
1296,"23 Kissam Ln, Glen Head, NY 11545",1,245,95.1,692500,0.77,5,1,2,2,2
1297,"9 Carlisle Dr, Glen Head, NY 11545",1,0,100.0,1625000,1.81,9,12,1,0,2
1298,"73 Linden Ln, Glen Head, NY 11545",1,92,62.0,930000,1.03,10,1,3,4,2
1299,"96 Pound Hollow Rd, Glen Head, NY 11545",1,83,100.0,1399500,1.56,10,12,1,0,1
1300,"1 Salem Way, Glen Head, NY 11545",1,182,100.0,660000,0.73,6,12,1,0,1
1301,"21 Woodland Rd, Glen Head, NY 11545",1,242,98.2,2650000,2.94,4,12,2,0,4
1302,"9 Birchell Ln, Glen Head, NY 11545",1,76,100.0,2088000,2.32,10,12,1,0,3
1303,"5 Dogwood Ct, Glen Head, NY 11545",1,84,115.9,1100000,1.22,9,12,1,0,1
1304,"78 Todd Dr N, Glen Head, NY 11545",1,111,99.2,868000,0.96,8,12,2,0,3
1305,"5 Oak Valley Dr, Glen Head, NY 11545",1,192,95.2,903000,1.0,5,12,1,1,1
1306,"20 Hill Ln, Glen Head, NY 11545",1,210,94.4,820000,0.91,4,11,1,2,2
1307,"18 Carlisle Dr, Glen Head, NY 11545",1,274,93.8,1340000,1.49,2,11,1,0,1
1308,"18 Union Ave, Glen Head, NY 11545",1,126,98.4,490000,0.54,6,11,1,0,1
1309,"6 Post St, Glen Head, NY 11545",1,151,96.1,720000,0.8,5,10,2,0,5
1310,"67 Plymouth Dr N, Glen Head, NY 11545",1,224,92.4,600000,0.67,3,10,1,1,1
1311,"16 Edgewood Ave, Glen Head, NY 11545",1,319,96.5,655000,0.73,12,10,3,1,2
1312,"5 Pin Oak Ct, Glen Head, NY 11545",1,77,83.0,2400000,2.67,8,10,3,1,3
1313,"32 Wenwood Dr, Glen Head, NY 11545",1,74,319.6,5110000,5.68,8,10,1,0,1
1314,"4 Hill Ln, Glen Head, NY 11545",1,173,100.0,999000,1.11,4,10,4,1,5
1315,"73 Glenwood Rd, Glen Head, NY 11545",1,114,99.5,635000,0.71,6,10,1,0,1
1316,"14 Rini Rd, Glen Head, NY 11545",1,103,100.0,900000,1.0,6,10,3,2,3
1317,"4 Provence Ln, Glen Head, NY 11545",1,85,97.4,720000,0.8,7,10,1,0,3
1318,"5 Acorn Ct, Glen Head, NY 11545",1,214,89.7,860000,0.96,3,10,1,4,2
1319,"134 Wheatley Rd, Glen Head, NY 11545",1,0,100.0,1377000,1.53,0,12,0,0,2
1320,"25 Brookville Rd, Glen Head, NY 11545",1,304,93.5,1775000,1.97,11,9,6,10,2
1321,"16 Orchard St, Glen Head, NY 11545",1,327,95.0,755000,0.84,11,9,1,2,1
1322,"10 Plymouth Dr S, Glen Head, NY 11545",1,92,95.6,525000,0.58,6,9,1,0,1
1323,"41 Cody Ave, Glen Head, NY 11545",1,92,100.0,412000,0.46,6,9,2,0,3
1324,"39 Roosevelt Ave, Glen Head, NY 11545",1,139,89.9,760000,0.84,5,9,1,2,1
1325,"6 Woodland Rd, Roslyn, NY 11576",1,140,91.2,1175000,1.23,1,6,2,2,1
1326,"448 Elm Dr, Roslyn, NY 11576",1,237,98.1,1030000,1.08,10,6,1,1,2
1327,"85 Fern Dr, Roslyn, NY 11576",1,169,85.3,1278000,1.34,12,6,3,7,4
1328,"11 Knollwood Rd, Roslyn, NY 11576",1,82,97.7,1660000,1.74,3,6,3,0,3
1329,"17 Sycamore Dr, Roslyn, NY 11576",1,400,80.0,1760000,1.84,4,5,4,8,2
1330,"86 The Serpentine, Roslyn, NY 11576",1,264,88.0,1398000,1.46,8,5,2,0,1
1331,"20 Georgian Ct, Roslyn, NY 11576",1,0,100.0,1200000,1.26,0,5,0,0,1
1332,"40 Interstate Highway U Willets Rd, Roslyn, NY 11576",1,409,77.5,999000,1.05,3,5,1,0,1
1333,"40 Fernwood Ln, Roslyn, NY 11576",1,2180,90.7,805000,0.84,5,5,6,2,1
1334,"7 Ursula Dr, Roslyn, NY 11576",0,69,100.0,975000,1.02,4,0,2,0,1
1335,"10 Bridle Path, Roslyn, NY 11576",1,265,87.7,963000,1.01,6,3,1,3,1
1336,"6 Crabtree Ln, Roslyn, NY 11576",1,203,331.3,5897500,6.18,5,12,1,0,4
1337,"28 Orange Dr, Jericho, NY 11753",1,232,95.0,940000,1.26,10,5,1,0,3
1338,"51 Flower Ln, Jericho, NY 11753",1,130,97.7,878000,1.18,1,5,2,3,1
1339,"157 Forest Dr, Jericho, NY 11753",1,229,91.6,740000,0.99,10,5,1,1,1
1340,"38 Friendly Ln, Jericho, NY 11753",1,389,77.5,775000,1.04,4,5,2,5,3
1341,"27 Orange Dr, Jericho, NY 11753",1,98,95.4,1095000,1.47,2,5,2,0,2
1342,"42 Flower Ln, Jericho, NY 11753",1,283,91.3,775000,1.04,7,5,1,3,2
1343,"684 Carlisle Rd, Jericho, NY 11753",1,196,94.8,786000,1.06,10,5,1,1,1
1344,"417 White Birch Ln, Jericho, NY 11753",1,0,100.0,993960,1.33,0,12,0,0,2
1345,"201 Halsey Ave, Jericho, NY 11753",1,3675,105.4,600000,0.81,4,5,2,1,1
1346,"119 Dewey St, Jericho, NY 11753",1,41,97.7,770000,1.03,3,5,1,0,1
1347,"132 Hazelwood Dr, Jericho, NY 11753",1,493,88.8,1410000,1.89,12,5,1,3,4
1348,"39 Fall Ln, Jericho, NY 11753",1,256,86.1,713000,0.96,8,5,1,4,1
1349,"26 Rockland Dr, Jericho, NY 11753",1,239,92.2,820000,1.1,9,5,1,2,1
1350,"20 Cortland Ave, Jericho, NY 11753",1,91,98.9,915000,1.23,1,4,1,0,2
1351,"4 Madison Pl, Jericho, NY 11753",1,134,98.6,1230000,1.65,12,4,1,0,1
1352,"106 Bounty Ln, Jericho, NY 11753",1,37,95.6,1098000,1.47,3,4,1,1,2
1353,"302 Nimitz St, Jericho, NY 11753",1,184,97.0,900000,1.21,10,4,2,1,4
1354,"434 S Marginal Rd, Jericho, NY 11753",1,132,97.3,680000,0.91,12,4,1,0,1
